URN,Rating,Inspection Date
119964,Good,20080915
119964,Good,20051011
119973,Outstanding,20121212
119973,Satisfactory,20100622
119973,Satisfactory,20070117
119978,Outstanding,20110915
119978,Good,20061016
119981,Good,20130417
119981,Good,20090917
119981,Satisfactory,20070508
119982,Requires Improvement,20171026
119982,Good,20130123
119982,Satisfactory,20110517
119982,Good,20080311
119984,Requires Improvement,20190702
119984,Requires Improvement,20170328
119984,Good,20130123
119984,Satisfactory,20091013
119984,Satisfactory,20070613
119985,Good,20140514
119985,Requires Improvement,20120913
119985,Good,20080115
119986,Good,20140604
119986,Requires Improvement,20130221
119986,Satisfactory,20110210
119986,Good,20070702
119989,Good,20111206
119989,Good,20090112
119989,Good,20060314
119991,Requires Improvement,20161116
119991,Good,20130417
119991,Good,20100324
119991,Satisfactory,20060913
119993,Good,20160202
119993,Good,20110127
119993,Good,20080221
119999,Good,20101101
119999,Satisfactory,20080625
120002,Outstanding,20191119
120002,Good,20141112
120002,Good,20100315
120002,Good,20061127
120003,Good,20180307
120003,Requires Improvement,20160308
120003,Requires Improvement,20140211
120003,Good,20090519
120003,Good,20060322
120005,Good,20121205
120005,Satisfactory,20100315
120005,Satisfactory,20060912
120006,Good,20130219
120006,Satisfactory,20110322
120006,Satisfactory,20080311
120007,Good,20160126
120007,Good,20110628
120007,Outstanding,20080702
120009,Good,20180515
120009,Good,20140122
120009,Satisfactory,20120620
120009,Inadequate,20110615
120009,Satisfactory,20080616
120014,Good,20170912
120014,Requires Improvement,20150603
120014,Requires Improvement,20130613
120014,Satisfactory,20110201
120014,Satisfactory,20080417
120015,Good,20120321
120015,Good,20090121
120015,Good,20051124
120016,Good,20130702
120016,Outstanding,20100303
120016,Good,20061010
120017,Good,20130416
120017,Good,20100111
120017,Good,20061122
120018,Good,20130123
120018,Satisfactory,20100525
120018,Good,20070111
120021,Good,20101027
120021,Good,20070918
120022,Good,20130911
120022,Satisfactory,20111108
120022,Good,20090427
120022,Satisfactory,20060516
120023,Good,20170207
120023,Good,20120320
120023,Good,20090701
120023,Good,20060502
120025,Requires Improvement,20190326
120025,Good,20141104
120025,Good,20100420
120025,Good,20061129
120026,Requires Improvement,20180509
120026,Good,20140612
120026,Requires Improvement,20121212
120026,Satisfactory,20101125
120026,Satisfactory,20071003
120028,Good,20130416
120028,Good,20090608
120029,Good,20150416
120029,Requires Improvement,20130418
120029,Outstanding,20090428
120029,Outstanding,20060117
120031,Requires Improvement,20180221
120031,Good,20150624
120031,Good,20101110
120031,Satisfactory,20081014
120031,Inadequate,20061113
120034,Good,20160420
120034,Requires Improvement,20140109
120034,Good,20120425
120034,Good,20080421
120036,Outstanding,20090204
120036,Good,20060307
120037,Good,20110316
120037,Satisfactory,20080220
120038,Good,20131106
120038,Good,20081007
120038,Satisfactory,20051004
120039,Good,20111116
120039,Good,20090204
120039,Satisfactory,20060125
120040,Requires Improvement,20180918
120040,Good,20150226
120040,Requires Improvement,20130312
120040,Satisfactory,20100913
120040,Satisfactory,20070927
120047,Good,20151202
120047,Requires Improvement,20131212
120047,Good,20090323
120047,Satisfactory,20060228
120049,Inadequate,20190917
120049,Good,20141126
120049,Requires Improvement,20130221
120049,Satisfactory,20110127
120049,Satisfactory,20080611
120049,Inadequate,20070607
120050,Good,20190501
120050,Good,20140205
120050,Satisfactory,20120308
120050,Satisfactory,20090210
120050,Inadequate,20071112
120061,Good,20130924
120061,Good,20090310
120061,Good,20060314
120063,Outstanding,20110215
120063,Inadequate,20091124
120063,Satisfactory,20070710
120065,Good,20190312
120065,Outstanding,20121030
120065,Good,20080130
120068,Good,20190611
120068,Requires Improvement,20170125
120068,Good,20120710
120068,Inadequate,20110406
120068,Satisfactory,20100915
120068,Good,20080130
120069,Good,20180522
120069,Requires Improvement,20160420
120069,Requires Improvement,20140115
120069,Satisfactory,20120626
120069,Inadequate,20110214
120069,Satisfactory,20080702
120070,Good,20140204
120070,Outstanding,20110510
120070,Good,20080206
120071,Good,20160504
120071,Requires Improvement,20131203
120071,Satisfactory,20111115
120071,Satisfactory,20090706
120071,Inadequate,20080701
120072,Outstanding,20090318
120072,Satisfactory,20060221
120073,Good,20140116
120073,Good,20110303
120073,Satisfactory,20080227
120077,Good,20120116
120077,Satisfactory,20091117
120077,Inadequate,20080129
120079,Good,20180912
120079,Requires Improvement,20160712
120079,Good,20110328
120079,Satisfactory,20070919
120081,Outstanding,20061003
120084,Good,20170912
120084,Requires Improvement,20150930
120084,Requires Improvement,20130919
120084,Good,20090427
120084,Good,20060705
120086,Good,20120522
120086,Good,20070918
120087,Good,20140501
120087,Requires Improvement,20130221
120087,Satisfactory,20110307
120087,Satisfactory,20081118
120087,Inadequate,20070430
120088,Outstanding,20141113
120088,Good,20091012
120088,Good,20070619
120089,Inadequate,20191113
120089,Good,20161004
120089,Requires Improvement,20140917
120089,Requires Improvement,20130220
120089,Satisfactory,20110705
120089,Inadequate,20100526
120089,Inadequate,20080422
120090,Good,20150114
120090,Requires Improvement,20130122
120090,Satisfactory,20100421
120090,Satisfactory,20070118
120094,Outstanding,20100527
120094,Satisfactory,20070123
120095,Good,20160428
120095,Requires Improvement,20131030
120095,Good,20101012
120095,Satisfactory,20080422
120096,Good,20160706
120096,Requires Improvement,20140408
120096,Good,20110315
120096,Good,20080520
120096,Satisfactory,20060328
120098,Requires Improvement,20190612
120098,Requires Improvement,20170330
120098,Good,20121031
120098,Good,20080221
120098,Satisfactory,20060201
120100,Good,20141028
120100,Good,20091015
120100,Good,20070607
120101,Good,20181120
120101,Good,20130918
120101,Satisfactory,20120222
120101,Inadequate,20091207
120101,Satisfactory,20070503
120103,Good,20170315
120103,Requires Improvement,20150127
120103,Good,20120130
120103,Good,20090506
120103,Satisfactory,20060322
120106,Outstanding,20130417
120106,Outstanding,20080220
120107,Good,20120912
120107,Satisfactory,20100920
120107,Satisfactory,20071114
120108,Good,20130620
120108,Satisfactory,20110615
120108,Inadequate,20100422
120108,Satisfactory,20070201
120109,Good,20130912
120109,Good,20081002
120114,Good,20131105
120114,Good,20090114
120114,Good,20060201
120115,Good,20130219
120115,Satisfactory,20090929
120115,Satisfactory,20070426
120116,Inadequate,20170314
120116,Good,20121206
120116,Satisfactory,20091117
120116,Satisfactory,20070510
120117,Requires Improvement,20151110
120117,Good,20111205
120117,Satisfactory,20090624
120117,Good,20060612
120119,Good,20120305
120119,Good,20070306
120120,Good,20160511
120120,Requires Improvement,20140603
120120,Outstanding,20080415
120121,Good,20131029
120121,Good,20080916
120121,Good,20051025
120122,Good,20120625
120122,Satisfactory,20081210
120122,Satisfactory,20051012
120123,Requires Improvement,20190612
120123,Requires Improvement,20170208
120123,Good,20120925
120123,Satisfactory,20091118
120123,Satisfactory,20070710
120124,Good,20131120
120124,Good,20081008
120125,Good,20111116
120125,Good,20090304
120125,Good,20060201
120127,Good,20120502
120127,Good,20070425
120129,Outstanding,20120307
120129,Good,20090122
120129,Good,20060130
120131,Requires Improvement,20191022
120131,Good,20141029
120131,Good,20091203
120131,Satisfactory,20070611
120132,Requires Improvement,20190306
120132,Outstanding,20100210
120132,Outstanding,20071031
120134,Requires Improvement,20191210
120134,Requires Improvement,20170608
120134,Good,20130423
120134,Satisfactory,20091116
120134,Satisfactory,20070703
120135,Outstanding,20100225
120135,Good,20080318
120136,Good,20110406
120136,Good,20080305
120138,Good,20191003
120138,Good,20141127
120138,Good,20100615
120138,Good,20070206
120141,Good,20150128
120141,Good,20100304
120141,Good,20080124
120142,Good,20191023
120142,Good,20150630
120142,Good,20091126
120142,Good,20061205
120149,Good,20130418
120149,Good,20100317
120149,Satisfactory,20061120
120151,Good,20190205
120151,Good,20131120
120151,Good,20090310
120151,Good,20060307
120153,Good,20171206
120153,Good,20121101
120153,Good,20080114
120156,Good,20150422
120156,Good,20100304
120156,Good,20061122
120158,Outstanding,20110913
120158,Good,20070227
120159,Good,20110308
120159,Good,20080129
120161,Good,20170119
120161,Requires Improvement,20150204
120161,Requires Improvement,20130312
120161,Satisfactory,20110330
120161,Satisfactory,20071205
120163,Outstanding,20071108
120171,Good,20140122
120171,Satisfactory,20120510
120171,Good,20070606
120172,Good,20110927
120172,Satisfactory,20090302
120172,Satisfactory,20060110
120173,Outstanding,20160211
120173,Good,20110303
120173,Satisfactory,20071010
120174,Good,20181205
120174,Good,20131031
120174,Good,20081008
120174,Satisfactory,20050913
120175,Good,20121101
120175,Good,20070913
120176,Good,20120530
120176,Good,20081030
120177,Good,20101130
120177,Good,20071112
120178,Good,20140326
120178,Good,20110517
120178,Satisfactory,20080214
120178,Inadequate,20061127
120181,Good,20170919
120181,Requires Improvement,20150929
120181,Good,20111109
120181,Good,20090209
120184,Good,20150421
120184,Requires Improvement,20130521
120184,Good,20091006
120184,Good,20070110
120185,Outstanding,20160629
120185,Requires Improvement,20140701
120185,Good,20101130
120185,Good,20080116
120186,Good,20160607
120186,Requires Improvement,20140206
120186,Requires Improvement,20130227
120186,Satisfactory,20110524
120186,Inadequate,20100125
120186,Satisfactory,20060919
120187,Good,20130228
120187,Satisfactory,20091214
120187,Good,20070306
120188,Good,20161101
120188,Good,20111122
120188,Satisfactory,20090521
120188,Satisfactory,20060321
120190,Good,20140603
120190,Good,20091207
120190,Satisfactory,20070313
120192,Outstanding,20090625
120192,Good,20060606
120195,Good,20160913
120195,Good,20111121
120195,Good,20061012
120199,Requires Improvement,20171116
120199,Good,20121031
120199,Satisfactory,20101118
120199,Satisfactory,20070924
120201,Good,20130620
120201,Satisfactory,20100513
120201,Satisfactory,20060919
120202,Requires Improvement,20171212
120202,Good,20130115
120202,Satisfactory,20110316
120202,Satisfactory,20071121
120205,Requires Improvement,20180110
120205,Requires Improvement,20151007
120205,Requires Improvement,20130925
120205,Satisfactory,20111026
120205,Satisfactory,20090317
120205,Satisfactory,20060223
120206,Good,20160210
120206,Requires Improvement,20140311
120206,Satisfactory,20120425
120206,Good,20090611
120206,Satisfactory,20060508
120207,Good,20170712
120207,Good,20130501
120207,Good,20080128
120210,Good,20161124
120210,Requires Improvement,20141111
120210,Good,20100128
120210,Satisfactory,20061004
120212,Good,20130911
120212,Satisfactory,20111027
120212,Good,20090616
120212,Good,20060516
120216,Good,20170517
120216,Requires Improvement,20150324
120216,Outstanding,20090616
120216,Good,20060710
120218,Good,20120628
120218,Outstanding,20090506
120218,Good,20060705
120221,Outstanding,20141113
120221,Good,20100420
120221,Satisfactory,20070201
120223,Good,20150114
120223,Good,20100615
120223,Good,20070109
120225,Requires Improvement,20180502
120225,Requires Improvement,20160519
120225,Requires Improvement,20140116
120225,Satisfactory,20120618
120225,Satisfactory,20081030
120229,Good,20140128
120229,Requires Improvement,20121129
120229,Good,20080626
120230,Requires Improvement,20191112
120230,Good,20140909
120230,Good,20091214
120230,Satisfactory,20070516
120274,Good,20110920
120274,Satisfactory,20081015
120274,Satisfactory,20060222
120277,Good,20120529
120277,Good,20080916
120277,Good,20051121
120279,Outstanding,20131017
120279,Good,20081113
120279,Good,20050928
120281,Good,20130418
120281,Good,20100519
120281,Good,20070314
120286,Outstanding,20141106
120286,Good,20100203
120286,Good,20070626
120287,Inadequate,20161213
120287,Good,20130416
120287,Outstanding,20100120
120287,Good,20070502
120292,Good,20140123
120292,Good,20110316
120292,Good,20080304
120297,Requires Improvement,20191126
120297,Requires Improvement,20170523
120297,Requires Improvement,20150610
120297,Good,20111123
120297,Satisfactory,20081113
120297,Good,20051130
120298,Good,20121018
120298,Satisfactory,20100706
120298,Inadequate,20081203
120298,Inadequate,20071114
120306,Good,20140513
120306,Good,20091104
120306,Satisfactory,20070124
120307,Good,20180116
120307,Requires Improvement,20151215
120307,Good,20121206
120307,Good,20080206
120325,Good,20170131
120325,Inadequate,20150310
120325,Good,20111108
120325,Good,20080429
120326,Good,20090513
120329,Requires Improvement,20180509
120329,Good,20150429
120329,Good,20120320
120329,Good,20090317
120330,Good,20180306
120330,Requires Improvement,20151214
120330,Outstanding,20120718
120330,Good,20091208
120330,Satisfactory,20070227
120331,Outstanding,20200114
120331,Outstanding,20170606
120331,Good,20130219
120335,Good,20171121
120335,Inadequate,20151007
120335,Satisfactory,20070517
120336,Outstanding,20180703
120336,Outstanding,20140624
120341,Good,20101013
120341,Satisfactory,20071205
120345,Good,20191029
120345,Requires Improvement,20180130
120345,Inadequate,20151201
120345,Good,20121107
120348,Good,20141119
120348,Good,20120321
120348,Good,20081111
120348,Satisfactory,20060502
120352,Outstanding,20140327
120352,Outstanding,20110214
120352,Good,20080414
120355,Outstanding,20160126
120355,Requires Improvement,20131217
120355,Good,20090115
120355,Good,20051212
120361,Good,20140115
120361,Good,20110316
120361,Good,20070926
120362,Outstanding,20191210
120362,Good,20150225
120362,Requires Improvement,20130227
120362,Satisfactory,20110316
120362,Satisfactory,20080415
120370,Good,20131205
120370,Good,20080910
120370,Satisfactory,20051017
120371,Good,20190320
120371,Outstanding,20120626
120371,Outstanding,20081105
120371,Good,20060130
120373,Good,20121010
120373,Satisfactory,20110711
120373,Good,20071107
120374,Requires Improvement,20171207
120374,Good,20121128
120374,Good,20080709
120375,Outstanding,20140319
120375,Good,20090520
120375,Good,20060515
120376,Good,20120705
120376,Good,20071122
120379,Good,20180620
120379,Requires Improvement,20160622
120379,Good,20101111
120379,Satisfactory,20071002
120381,Good,20121205
120381,Satisfactory,20110125
120381,Satisfactory,20070926
120382,Good,20120206
120382,Good,20090427
120382,Satisfactory,20070227
120382,Inadequate,20051005
120383,Good,20141021
120383,Good,20090917
120383,Good,20070328
120385,Good,20120426
120385,Good,20070213
120386,Good,20161122
120386,Requires Improvement,20141105
120386,Good,20110512
120386,Satisfactory,20071001
120387,Outstanding,20141007
120387,Good,20101021
120387,Satisfactory,20080630
120388,Good,20131210
120388,Satisfactory,20111201
120388,Good,20070213
120390,Inadequate,20180925
120390,Good,20131030
120390,Good,20081110
120390,Good,20051110
120391,Requires Improvement,20191002
120391,Good,20140923
120391,Good,20100126
120391,Satisfactory,20070620
120392,Good,20110322
120392,Good,20090303
120392,Inadequate,20070625
120393,Good,20170509
120393,Requires Improvement,20150324
120393,Outstanding,20081014
120395,Good,20170704
120395,Requires Improvement,20150317
120395,Good,20120112
120395,Good,20090225
120395,Good,20051214
120396,Good,20170627
120396,Requires Improvement,20150324
120396,Good,20100707
120396,Satisfactory,20061207
120398,Requires Improvement,20200121
120398,Requires Improvement,20171003
120398,Good,20130122
120398,Good,20080611
120399,Outstanding,20151215
120399,Requires Improvement,20131009
120399,Good,20101103
120399,Good,20071031
120400,Good,20111124
120400,Good,20090115
120400,Good,20051121
120401,Good,20190205
120401,Requires Improvement,20161006
120401,Good,20111018
120401,Good,20081020
120401,Satisfactory,20051114
120406,Requires Improvement,20191119
120406,Requires Improvement,20170621
120406,Good,20121128
120406,Satisfactory,20090914
120406,Satisfactory,20070214
120407,Good,20160607
120407,Requires Improvement,20131031
120407,Satisfactory,20120222
120407,Satisfactory,20090505
120407,Satisfactory,20060627
120408,Good,20130521
120408,Good,20100615
120408,Satisfactory,20061130
120409,Good,20160607
120409,Requires Improvement,20140611
120409,Requires Improvement,20130123
120409,Satisfactory,20090915
120409,Satisfactory,20070327
120410,Good,20150121
120410,Good,20120517
120410,Good,20090514
120410,Satisfactory,20060509
120412,Good,20140321
120412,Good,20090507
120412,Good,20060706
120413,Inadequate,20170704
120413,Requires Improvement,20150514
120413,Requires Improvement,20130704
120413,Satisfactory,20090923
120413,Satisfactory,20070328
120415,Good,20181204
120415,Good,20140522
120415,Good,20091119
120415,Good,20070503
120416,Good,20160712
120416,Requires Improvement,20140424
120416,Requires Improvement,20130207
120416,Satisfactory,20091112
120416,Satisfactory,20070327
120417,Good,20160127
120417,Requires Improvement,20140121
120417,Satisfactory,20120515
120417,Good,20071119
120418,Good,20151125
120418,Requires Improvement,20131105
120418,Good,20100524
120418,Good,20061106
120419,Good,20160420
120419,Requires Improvement,20131015
120419,Satisfactory,20110927
120419,Satisfactory,20081210
120420,Good,20160920
120420,Requires Improvement,20140911
120420,Requires Improvement,20121122
120420,Satisfactory,20100610
120420,Satisfactory,20070627
120421,Good,20160609
120421,Requires Improvement,20140611
120421,Requires Improvement,20130123
120421,Satisfactory,20110207
120421,Satisfactory,20080131
120422,Good,20121010
120422,Satisfactory,20100624
120422,Satisfactory,20061009
120423,Inadequate,20190625
120423,Requires Improvement,20170301
120423,Requires Improvement,20150204
120423,Requires Improvement,20130214
120423,Satisfactory,20100128
120423,Satisfactory,20071114
120423,Inadequate,20060124
120424,Good,20161109
120424,Requires Improvement,20150114
120424,Requires Improvement,20130213
120424,Satisfactory,20091021
120424,Good,20070509
120425,Good,20131107
120425,Satisfactory,20111103
120425,Satisfactory,20081009
120425,Satisfactory,20050919
120427,Good,20120703
120427,Good,20090311
120427,Satisfactory,20080312
120427,Inadequate,20070122
120429,Good,20141204
120429,Good,20091105
120429,Good,20070320
120436,Good,20190521
120436,Requires Improvement,20170202
120436,Good,20130625
120436,Good,20091020
120436,Outstanding,20070322
120440,Good,20160517
120440,Requires Improvement,20141210
120440,Good,20101004
120440,Good,20080319
120443,Good,20121128
120443,Satisfactory,20100518
120443,Good,20061214
120444,Good,20141007
120444,Requires Improvement,20121106
120444,Good,20080327
120445,Good,20110920
120445,Satisfactory,20080910
120446,Good,20130522
120446,Satisfactory,20110117
120446,Good,20080630
120447,Good,20130306
120447,Satisfactory,20110303
120447,Good,20080327
120450,Good,20111011
120450,Satisfactory,20090303
120450,Satisfactory,20060206
120451,Good,20131204
120451,Good,20091008
120451,Good,20070205
120453,Good,20120510
120453,Satisfactory,20090211
120453,Good,20060308
120454,Requires Improvement,20190123
120454,Good,20110623
120454,Good,20080124
120457,Requires Improvement,20190710
120457,Good,20110510
120457,Satisfactory,20080229
120458,Requires Improvement,20180220
120458,Good,20150506
120458,Good,20111018
120458,Good,20061102
120461,Good,20190305
120461,Good,20140701
120461,Good,20091208
120461,Good,20070427
120463,Good,20141021
120463,Requires Improvement,20121205
120463,Satisfactory,20101109
120463,Satisfactory,20080508
120464,Good,20120425
120464,Good,20100324
120464,Inadequate,20080703
120465,Good,20140507
120465,Requires Improvement,20130130
120465,Satisfactory,20100617
120465,Good,20070109
120466,Good,20190206
120466,Good,20150701
120466,Good,20111107
120466,Satisfactory,20090116
120467,Good,20130522
120467,Satisfactory,20110202
120467,Satisfactory,20071212
120467,Satisfactory,20051108
120468,Good,20110913
120468,Good,20090209
120468,Outstanding,20060228
120469,Good,20131001
120469,Satisfactory,20120321
120469,Satisfactory,20080925
120471,Good,20190522
120471,Requires Improvement,20170328
120471,Good,20120227
120471,Good,20060913
120472,Good,20111122
120472,Good,20090520
120472,Satisfactory,20060703
120473,Good,20140211
120473,Good,20090617
120473,Good,20060607
120476,Good,20160607
120476,Requires Improvement,20140122
120476,Satisfactory,20120509
120476,Satisfactory,20080929
120478,Good,20121205
120478,Satisfactory,20101014
120478,Satisfactory,20071213
120479,Good,20140924
120479,Requires Improvement,20130226
120479,Satisfactory,20100315
120479,Satisfactory,20070515
120480,Outstanding,20140327
120480,Good,20090120
120481,Good,20190206
120481,Outstanding,20070522
120482,Good,20181107
120482,Requires Improvement,20160517
120482,Good,20111206
120482,Satisfactory,20090520
120482,Satisfactory,20060629
120483,Good,20121011
120483,Satisfactory,20100512
120483,Satisfactory,20061204
120485,Good,20120312
120485,Satisfactory,20090203
120487,Good,20180911
120487,Good,20140708
120487,Requires Improvement,20121113
120487,Satisfactory,20100309
120487,Satisfactory,20070516
120488,Good,20150617
120488,Good,20111005
120488,Good,20070108
120491,Good,20130227
120491,Satisfactory,20100315
120491,Satisfactory,20070516
120492,Good,20191030
120492,Good,20141015
120492,Good,20100330
120492,Satisfactory,20070621
120493,Good,20140312
120493,Good,20120208
120493,Inadequate,20101209
120493,Satisfactory,20080317
120494,Requires Improvement,20171128
120494,Good,20121115
120494,Satisfactory,20100916
120494,Good,20071017
120496,Good,20130306
120496,Good,20080520
120497,Good,20181031
120497,Good,20140212
120497,Good,20120510
120497,Good,20061113
120499,Inadequate,20190122
120499,Good,20151110
120499,Requires Improvement,20140325
120499,Satisfactory,20120703
120499,Satisfactory,20090225
120499,Satisfactory,20060306
120502,Good,20150121
120502,Requires Improvement,20130306
120502,Satisfactory,20100111
120502,Satisfactory,20070628
120502,Inadequate,20060517
120504,Outstanding,20141007
120504,Good,20100614
120504,Good,20070710
120505,Requires Improvement,20171010
120505,Requires Improvement,20150318
120505,Good,20111206
120505,Satisfactory,20090511
120505,Good,20060215
120506,Good,20150128
120506,Requires Improvement,20130307
120506,Good,20070917
120507,Requires Improvement,20190116
120507,Outstanding,20090119
120507,Outstanding,20051215
120508,Good,20160224
120508,Requires Improvement,20140327
120508,Good,20110615
120508,Satisfactory,20080205
120509,Good,20200211
120509,Requires Improvement,20171101
120509,Good,20130122
120509,Satisfactory,20091005
120509,Satisfactory,20070628
120511,Good,20200211
120511,Outstanding,20071211
120512,Good,20130117
120512,Satisfactory,20100923
120512,Satisfactory,20080327
120513,Outstanding,20111122
120513,Good,20070108
120514,Good,20140326
120514,Good,20090706
120514,Good,20060511
120515,Good,20120131
120515,Satisfactory,20090317
120515,Satisfactory,20060118
120517,Good,20120320
120517,Good,20061010
120518,Outstanding,20130508
120518,Outstanding,20100628
120518,Good,20080624
120518,Inadequate,20070213
120519,Requires Improvement,20180911
120519,Good,20150204
120519,Good,20100118
120519,Satisfactory,20070618
120520,Good,20120628
120520,Outstanding,20080630
120522,Good,20141022
120522,Good,20100511
120522,Satisfactory,20061009
120524,Good,20140917
120524,Requires Improvement,20130124
120524,Satisfactory,20110517
120524,Good,20080701
120525,Good,20130130
120525,Satisfactory,20110214
120525,Satisfactory,20080702
120526,Requires Improvement,20180619
120526,Good,20121121
120526,Satisfactory,20100311
120526,Satisfactory,20070521
120528,Good,20120424
120528,Good,20080508
120530,Good,20140327
120530,Good,20090624
120530,Good,20060619
120532,Outstanding,20060918
120533,Good,20121129
120533,Satisfactory,20101012
120533,Satisfactory,20080131
120534,Good,20121017
120534,Good,20080317
120536,Good,20111108
120536,Good,20070213
120537,Good,20120919
120537,Satisfactory,20100204
120537,Satisfactory,20070611
120539,Good,20121016
120539,Good,20070920
120540,Good,20140312
120540,Good,20090209
120541,Good,20200211
120541,Outstanding,20081022
120542,Requires Improvement,20190910
120542,Requires Improvement,20170309
120542,Good,20120119
120542,Good,20090113
120544,Good,20120130
120544,Good,20090626
120544,Satisfactory,20060503
120545,Inadequate,20171101
120545,Good,20130514
120545,Satisfactory,20100517
120545,Satisfactory,20061122
120546,Good,20120620
120546,Inadequate,20110330
120546,Satisfactory,20080702
120548,Requires Improvement,20190521
120548,Good,20151208
120548,Requires Improvement,20131016
120548,Good,20101104
120548,Satisfactory,20080623
120548,Satisfactory,20060607
120549,Good,20150121
120549,Good,20120517
120549,Good,20080709
120550,Requires Improvement,20190521
120550,Outstanding,20120524
120550,Satisfactory,20090305
120550,Satisfactory,20061128
120551,Good,20141125
120551,Good,20110707
120551,Good,20071126
120552,Good,20120424
120552,Inadequate,20110208
120552,Satisfactory,20080317
120554,Requires Improvement,20191105
120554,Good,20150115
120554,Good,20100210
120554,Good,20070524
120555,Good,20140715
120555,Requires Improvement,20121003
120555,Satisfactory,20101019
120555,Satisfactory,20071108
120556,Good,20190604
120556,Requires Improvement,20170228
120556,Good,20130312
120556,Good,20080703
120558,Requires Improvement,20180307
120558,Requires Improvement,20160302
120558,Requires Improvement,20140311
120558,Satisfactory,20110922
120558,Satisfactory,20081125
120559,Requires Improvement,20180925
120559,Good,20150303
120559,Good,20100621
120559,Satisfactory,20061113
120560,Outstanding,20090508
120560,Good,20060605
120561,Good,20200128
120561,Good,20151110
120561,Requires Improvement,20130925
120561,Satisfactory,20111011
120561,Good,20080915
120562,Good,20170126
120562,Good,20120222
120562,Good,20070214
120563,Good,20161011
120563,Requires Improvement,20141001
120563,Good,20110704
120563,Satisfactory,20080605
120565,Good,20130227
120565,Satisfactory,20110511
120565,Good,20090204
120565,Satisfactory,20060301
120566,Requires Improvement,20180619
120566,Good,20130515
120566,Good,20091214
120566,Satisfactory,20070315
120566,Inadequate,20051116
120567,Good,20140715
120567,Requires Improvement,20121113
120567,Satisfactory,20100322
120567,Good,20070514
120568,Good,20130206
120568,Satisfactory,20110628
120568,Good,20071210
120568,Good,20051130
120569,Good,20121205
120569,Satisfactory,20101111
120569,Good,20080327
120570,Good,20120919
120570,Satisfactory,20090914
120570,Satisfactory,20070213
120571,Good,20130925
120571,Satisfactory,20120229
120571,Good,20061120
120572,Outstanding,20140424
120572,Outstanding,20070501
120573,Good,20141111
120573,Good,20100513
120573,Good,20060914
120574,Good,20111018
120574,Good,20081210
120576,Good,20160518
120576,Requires Improvement,20140305
120576,Satisfactory,20120430
120576,Good,20090122
120577,Good,20131113
120577,Satisfactory,20120208
120577,Satisfactory,20090609
120577,Good,20060523
120578,Good,20130918
120578,Satisfactory,20111013
120578,Satisfactory,20090129
120578,Satisfactory,20060207
120579,Good,20180711
120579,Good,20130312
120579,Satisfactory,20110324
120579,Good,20080327
120580,Good,20110124
120580,Good,20071105
120581,Outstanding,20080327
120583,Good,20121011
120583,Satisfactory,20100624
120583,Inadequate,20090316
120583,Good,20051129
120584,Good,20120223
120584,Good,20090202
120584,Good,20060307
120585,Good,20110216
120585,Good,20070920
120586,Good,20140313
120586,Good,20090304
120586,Good,20051207
120587,Requires Improvement,20180918
120587,Good,20140312
120587,Good,20110621
120587,Good,20071211
120588,Good,20111010
120588,Good,20090204
120588,Satisfactory,20060518
120589,Good,20130123
120589,Satisfactory,20110705
120589,Satisfactory,20090204
120589,Inadequate,20070523
120590,Good,20140325
120590,Good,20090623
120590,Outstanding,20060322
120593,Requires Improvement,20190710
120593,Inadequate,20171121
120593,Good,20130319
120593,Satisfactory,20110303
120593,Satisfactory,20080313
120594,Good,20190605
120594,Outstanding,20130131
120594,Satisfactory,20100923
120594,Satisfactory,20080624
120596,Good,20140604
120596,Requires Improvement,20121122
120596,Satisfactory,20110505
120596,Satisfactory,20071010
120597,Good,20131003
120597,Good,20081124
120601,Good,20130508
120601,Good,20100302
120601,Good,20070619
120602,Good,20150212
120602,Good,20100429
120602,Satisfactory,20061116
120604,Good,20120704
120604,Good,20080327
120605,Good,20150415
120605,Good,20100506
120605,Good,20061114
120606,Good,20140625
120606,Requires Improvement,20130206
120606,Satisfactory,20101123
120606,Good,20080521
120607,Good,20181204
120607,Good,20141022
120607,Requires Improvement,20130124
120607,Satisfactory,20110120
120607,Satisfactory,20080319
120607,Inadequate,20070125
120608,Good,20121107
120608,Good,20071120
120611,Requires Improvement,20190108
120611,Good,20150514
120611,Requires Improvement,20130514
120611,Satisfactory,20090915
120611,Satisfactory,20070305
120611,Inadequate,20060125
120612,Inadequate,20181106
120612,Good,20141001
120612,Requires Improvement,20121003
120612,Satisfactory,20100127
120612,Inadequate,20090115
120612,Satisfactory,20060607
120613,Good,20121211
120613,Good,20080612
120614,Outstanding,20160524
120614,Good,20110317
120614,Satisfactory,20080123
120615,Good,20120315
120615,Good,20070606
120616,Outstanding,20150708
120616,Good,20090917
120616,Good,20070227
120619,Good,20131008
120619,Satisfactory,20120227
120619,Satisfactory,20090630
120619,Good,20060629
120620,Requires Improvement,20200204
120620,Good,20141015
120620,Good,20100309
120620,Outstanding,20070607
120623,Good,20120625
120623,Good,20081016
120625,Good,20190604
120625,Requires Improvement,20170209
120625,Good,20121106
120625,Satisfactory,20100318
120625,Satisfactory,20070710
120626,Good,20140319
120626,Good,20090317
120627,Good,20190619
120627,Requires Improvement,20170126
120627,Good,20120913
120627,Satisfactory,20100705
120627,Satisfactory,20061002
120628,Good,20111011
120628,Good,20090701
120628,Good,20051206
120629,Good,20130212
120629,Satisfactory,20090921
120629,Satisfactory,20070327
